StartDate,EndDate,CONTINUE_STUDY,DELETE_CONTROL,DELETE_TREATMENT,K1,K2,K3,K4,K5,Q1,Q2,Q3,ATT1,Q5,Q6,Q7,Q8,Q1,Q2,ATT2,Q4,Q5,Q6,Q7,Q8,Q1,Q2,Q3,Q4,ATT3,Q6,Q7,SC0,SC1,PROLIFIC_PID,HistoryCheck,Knowledge Score,Attention Score
2026-04-10 13:40:21,2026-04-10 14:17:11,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Neither agree nor disagree,Agree,Strongly Disagree,Agree,Strongly agree,Somewhat disagree,Agree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,5,3,27c65ad98a483d7cd3540cdbcc720a5cb9d15c01c6bc0531ba5f406f31dc3013,Pass,5,3
2026-04-10 13:17:28,2026-04-10 14:35:33,Yes,Yes,,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Disagree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,4,3,872b85a1b77135b7ea0c75aad5ed40a7e2e3ea8bb27df344a6df3c6247756da4,Pass,4,3
2026-04-10 13:59:37,2026-04-10 14:36:27,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,5,3,84c81c5df35f9118fa9148f156f9bcb342af749979735d4255a370c3934de762,Pass,5,3
2026-04-10 14:06:26,2026-04-10 14:55:59,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,5,3,0ca5cce96f06bc7c1d57150f69103005683463f88dfdb455a579627cc52d3bf2,Pass,5,3
2026-04-10 14:34:06,2026-04-10 15:14:33,Yes,,Yes,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly Disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,4,3,c9a005316ff180aba14cfec57c262b389f8c2e527ea92a2768ceaf13edfe5678,Pass,4,3
2026-04-10 14:34:23,2026-04-10 15:15:12,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,5,3,8c917ba1b0a81225757e6e2c3a806ae696afef259ac5222c23fedede28cf1c1e,No JSON,5,3
2026-04-10 14:43:17,2026-04-10 15:21:14,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Agree,5,3,11bf66c71c919ff01e8e095bacfa1cf2ec6260522a134dee42b090298269aef5,Pass,5,3
2026-04-10 14:23:15,2026-04-10 15:23:12,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,5,3,4c1cc7b61c796796747efbff6b9e52b515af204c5e1a9704bacbf8740b53fe61,Pass,5,3
2026-04-10 15:14:13,2026-04-10 15:56:58,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,5,3,7930f259829fbbad3c864862c6398952f976ef01d10470ad705994a612497478,Pass,5,3
2026-04-10 16:08:06,2026-04-10 16:56:57,Yes,Yes,,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,4,3,0c1f4693d5aa858f49f7b5c6c991bdc67c1f74d6f35466d7c4d76c39a97b9843,Pass,4,3
2026-04-10 15:51:27,2026-04-10 17:04:24,Yes,,Yes,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,4,3,ed38a7a5e3695e4df68b011f62e14cd5378d8ae4b949cde16630875a53f69c3e,Pass,4,3
2026-04-10 16:18:58,2026-04-10 17:08:50,Yes,,Yes,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Strongly agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,4,3,b52268d534e131449974540b296433d2526cbdb5752fa3607d1105b212fdfb13,Pass,4,3
2026-04-10 17:05:52,2026-04-10 17:46:09,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,5,3,0fba502b7ac6ed4958a48aef4f5394ddcd83d70cebe026b53c7b2f009faeb05d,Pass,5,3
2026-04-10 17:11:14,2026-04-10 17:59:10,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,5,3,28de3a45a8db4e20f21439319eb53eb447b7284cf8c2e4fb05a776364901ed95,Pass,5,3
2026-04-10 18:17:11,2026-04-10 18:54:28,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,Disagree,Somewhat disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Strongly Disagree,5,3,ddc3ac6fdfe42904a72267ba1a576fcce0b3e9a042dbd030d402ad0013be49a9,Pass,5,3
2026-04-10 18:33:33,2026-04-10 19:10:24,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,5,3,1caa41bb48baca1373fb09129f3d548a5a4018c27985e58c70ad00a89e2fcc41,Pass,5,3
2026-04-10 18:21:21,2026-04-10 19:11:12,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,5,3,3e1c4ca697187b98dabc4629af9c804bf0acd91df9b131402eb038e6b4a4e6b7,No File,5,3
2026-04-10 18:23:24,2026-04-10 19:13:13,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,5,3,946717f756e86e56b6bab34d26825cf3ffbc14e788afe3b3f09ea75e13ff7720,No JSON,5,3
2026-04-10 18:41:57,2026-04-10 19:27:22,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Somewhat disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,5,3,01549cfcae67b799b3637958ac00c381f80f8f643566558d4a1ffa00dd8330b3,Pass,5,3
2026-04-10 18:54:17,2026-04-10 19:35:04,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,5,3,6cd278bc1e91d32006603e95435f79ef27271e7b032f60771c350bc2e350bd7f,Pass,5,3
2026-04-10 20:37:14,2026-04-10 21:18:50,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,5,3,a2fd18e20aad08b506682683220eadca6adab31920028f762463ecbcc06c6c6f,Pass,5,3
2026-04-10 20:35:10,2026-04-10 21:43:01,Yes,Yes,,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,4,3,5316c4743b2b0e0e596bfb6f9c7f35d7f2964d451a795402805d33e10847af64,Pass,4,3
2026-04-10 21:18:51,2026-04-10 21:57:26,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,5,3,e4f042735f9cc8ec83f4ccdaca9d77a0620e5528c4f9aadd9165f08b0f4e3590,Pass,5,3
2026-04-10 21:35:15,2026-04-10 22:14:08,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,4,3,312f695412c121240b5fd103c2e49e9e59a006d87c3948c99804c8be007d7a7e,Pass,4,3
2026-04-11 1:05:22,2026-04-11 2:00:24,Yes,Yes,,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,4,3,b9b3761df447eefa4a6e091755572083ec72cdc8195d3a44392618dddcb36589,Pass,4,3
2026-04-11 6:23:08,2026-04-11 7:12:14,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,5,3,d83905171ea3ca56b15780bdd1a4da16c12785396d7080e66dd057b6ce68770a,Pass,5,3
2026-04-11 6:49:51,2026-04-11 7:30:08,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Disagree,Strongly agree,Strongly Disagree,Agree,Agree,Somewhat disagree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,5,3,c25900875259630cd656132fdccb5b4949695ac9547cf9f4bec5d0e538833c79,Pass,5,3
2026-04-11 8:44:34,2026-04-11 9:27:45,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,5,3,a10b42100a8828b611f90de4c879d4940b1f57987a40e1033751ae70934294fa,Pass,5,3
2026-04-11 11:34:26,2026-04-11 12:20:39,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly Disagree,Agree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Disagree,Strongly Disagree,Somewhat agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly agree,5,3,a60bdfec5929c1615082b791cc868dbbe36e6545bf05e58ad71d810d79c1c755,Pass,5,3
2026-04-11 12:33:05,2026-04-11 13:21:52,Yes,,Yes,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Strongly Disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,4,3,f2c319208cf20bfb085d2416abfc88a7db85d2022e3ccd5367384405a4eb9d20,Pass,4,3
2026-04-11 16:43:55,2026-04-11 17:23:34,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Disagree,Agree,Somewhat agree,Disagree,Disagree,Strongly agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly agree,5,3,1f1f81825ff64ad452e4afa6b664f000791d2b7bf9e656309b9222270a627512,Pass,5,3
2026-04-11 17:01:27,2026-04-11 17:42:35,Yes,,Yes,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,4,3,714def7609b10a0cd5e30ba3d4e35cda5c3be9f5a844a4d4bc8266b445c9da7f,Pass,4,3
2026-04-11 17:36:46,2026-04-11 18:26:53,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,5,3,f57fba65ea3fbd053b38c1001f7aaf87349222141bf3b31d3c3b2ce419387544,No File,5,3
2026-04-11 21:23:34,2026-04-11 21:41:46,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,5,3,d9b58342fb19ff1a5573626cd280f2b30e9a1bfbc5776ce1e002474d0a0b6610,Pass,5,3
2026-04-12 17:30:36,2026-04-12 18:18:20,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,5,3,c50237522556e4fa06fe13d9eb1b723501dd7de6cde112482b5bc9c3e6d3b9e4,Pass,5,3
2026-04-12 18:13:39,2026-04-12 18:53:02,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,5,3,65ac62e73115e979aef15e84af6873a3788f8f6a2d6d166a7888e444568e562d,Pass,5,3
2026-04-12 19:14:36,2026-04-12 19:39:44,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,5,3,ecac09cd884caaf47e5b8e81017c532a5878f48405429834023c02c1b97e13e9,Pass,5,3
2026-04-13 7:52:09,2026-04-13 8:47:01,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,4,3,be6af2eb137108647317bbaa13315d549dc4642b8d457cb209f3e8e2d60ef07c,Pass,4,3
2026-04-13 8:11:23,2026-04-13 8:51:55,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,5,3,1ccfc0091842ec381df7c82bbd1c1d9bee432f8a45fc2d33565841c4cf914100,Pass,5,3
2026-04-13 10:15:33,2026-04-13 10:56:43,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat disagree,Agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Somewhat agree,5,3,8421fabb58b23d0ca0f6ae8273eaa8f6a79a1e4544e23d243dfe772c0d10fd57,Pass,5,3
2026-04-26 14:14:03,2026-04-26 14:53:47,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,4,3,2cefd31ca4ac57d0b74035c6cbc9c84703c7f2f48e5529d7a427b1c275d853f7,Pass,4,3
2026-04-26 14:19:37,2026-04-26 14:55:14,Yes,,Yes,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Somewhat agree,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,4,3,cb1dc8a2c6f11d8895e92f26aed58e4786a813e573daede47d83f7ea373c91c6,No File,4,3
2026-04-26 14:14:24,2026-04-26 15:00:32,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,4,3,9e24f80197c560c220bafebce3457f94d187ba948f112effcd555262711f2fb5,No File,4,3
2026-04-26 14:21:20,2026-04-26 15:00:58,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Agree,5,3,fa257ac5cc242a64ef3ef214ff0037420328661c722a5a9571b48ac2cd1e784f,Pass,5,3
2026-04-26 14:18:31,2026-04-26 15:02:45,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Agree,Somewhat agree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Strongly Disagree,5,3,db12d5cdba7aa065a196b19b77380c46eae8c2a27733352760a583a2831f7b5c,Pass,5,3
2026-04-26 15:09:25,2026-04-26 15:20:12,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,4,3,f1a9ba6be90a656fa0c609db7cc0052910766e8c5aa4aec54fabf6e2d3783947,No File,4,3
